supplement_area,platform,source_area,rent,title,layout,area_m2,floor,community,district_business,address,tags,residential_priority,local_score,source_url,source_filter_url,coverage_note,raw_evidence
金桥/浦兴,anjuke,金桥,4000,6号线五莲路地铁口，双卧朝南，可停车，可办居住证，看房有钥匙,2室1厅,46.9,高层(共6层) 7日内实拍验真,7日内实拍验真 沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,96,https://sh.zu.anjuke.com/fangyuan/4636399257000961,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线五莲路地铁口，双卧朝南，可停车，可办居住证，看房有钥匙 安选 2室1厅|46.9平米|高层(共6层) 7日内实拍验真 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  李海龙 4000 元/月
金桥/浦兴,anjuke,金桥,4000,地铁12号线东陆路站 装修家居齐全 采光好 出门有公交站方便,2室1厅,49,中层(共6层),朱家门小区,浦东-金桥,"莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄",朝南 6/12号线,normal,96,https://sh.zu.anjuke.com/fangyuan/4636444927778828,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"地铁12号线东陆路站 装修家居齐全 采光好 出门有公交站方便 安选 2室1厅|49平米|中层(共6层) 朱家门小区   浦东-金桥 -莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄 整租 朝南 6/12号线  白云飞 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,陆行中学陪两房 地铁口 好停车 可办证 随时看房 随时入住,2室1厅,49,中层(共6层),朱家门小区,浦东-金桥,"莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄",朝南 6/12号线,normal,96,https://sh.zu.anjuke.com/fangyuan/4632237931258890,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"陆行中学陪两房 地铁口 好停车 可办证 随时看房 随时入住 安选 2室1厅|49平米|中层(共6层) 朱家门小区   浦东-金桥 -莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄 整租 朝南 6/12号线  李泊宁 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,靠近东荷小学实验中学模范中学 靠近五莲路地铁口 可办居住证,2室1厅,48.1,高层(共6层),荷一小区,浦东-金桥,"五莲路1047弄,五莲路959弄,五莲路1018弄",朝南 6/12号线,normal,96,https://sh.zu.anjuke.com/fangyuan/4625373200935949,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"靠近东荷小学实验中学模范中学 靠近五莲路地铁口 可办居住证 安选 2室1厅|48.1平米|高层(共6层) 荷一小区   浦东-金桥 -五莲路1047弄,五莲路959弄,五莲路1018弄 整租 朝南 6/12号线  杨杰 4000 元/月"
金桥/浦兴,anjuke,唐镇,2500,2号线唐镇地铁800米 金桥综合保税区卡园 白领公寓 可停车,1室1厅,40,低层(共12层),张江嘉华国际社区,浦东-唐镇,唐龙路708号,朝南 有电梯 2号线,low,95,https://sh.zu.anjuke.com/fangyuan/4580005436333061,https://sh.zu.anjuke.com/fangyuan/pudong-q-tangzhen/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 2号线唐镇地铁800米 金桥综合保税区卡园 白领公寓 可停车 安选 1室1厅|40平米|低层(共12层) 张江嘉华国际社区   浦东-唐镇 -唐龙路708号 整租 朝南 有电梯 2号线  张沙沙 2500 元/月
金桥/浦兴,anjuke,金桥,3200,便宜好房，近五莲路地铁站，近文峰广场，有钥匙随时可看,1室1厅,53.1,中层(共6层) 7日内实拍验真,7日内实拍验真 沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4640754448686094,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 便宜好房，近五莲路地铁站，近文峰广场，有钥匙随时可看 安选 1室1厅|53.1平米|中层(共6层) 7日内实拍验真 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  韩子奇 3200 元/月
金桥/浦兴,anjuke,金桥,3200,整居两室 ，民水电 可押一付一，可养宠物，可短租,2室1厅,60,高层(共7层),金高路2216弄50号楼,浦东-金桥,金高路2216弄50号,朝南 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4551530971327492,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 整居两室 ，民水电 可押一付一，可养宠物，可短租 安选 2室1厅|60平米|高层(共7层) 金高路2216弄50号楼   浦东-金桥 -金高路2216弄50号 整租 朝南 有电梯 9号线  李函芮 3200 元/月
金桥/浦兴,anjuke,金桥,3300,实拍 9号线金桥站 禹州国际朝南一室一厅 燃气做饭 民用水电,1室1厅,53.7,中层(共19层) 7日内实拍验真,7日内实拍验真 禹洲金桥国际三期,浦东-金桥,"金湘路201弄,金湘路225弄11号",朝南 有电梯 9/14号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4640772984333326,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实拍 9号线金桥站 禹州国际朝南一室一厅 燃气做饭 民用水电 安选 1室1厅|53.7平米|中层(共19层) 7日内实拍验真 禹洲金桥国际三期   浦东-金桥 -金湘路201弄,金湘路225弄11号 整租 朝南 有电梯 9/14号线  万俊丽 3300 元/月"
金桥/浦兴,anjuke,金桥,3300,实拍好房！！！近沪东医院，近东陆路地铁站，阳光充足，随时看房,1室1厅,44.3,中层(共6层),莱阳北小区,浦东-金桥,"莱阳路301弄,浦东大道2920弄,莱阳路201弄,五莲路100弄",朝南 6/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4584139686290436,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实拍好房！！！近沪东医院，近东陆路地铁站，阳光充足，随时看房 安选 1室1厅|44.3平米|中层(共6层) 莱阳北小区   浦东-金桥 -莱阳路301弄,浦东大道2920弄,莱阳路201弄,五莲路100弄 整租 朝南 6/12号线  韩子奇 3300 元/月"
金桥/浦兴,anjuke,金桥,3350,便宜好房，精装一房，近五莲路地铁站，近沪新小学，近沪东医院,1室1厅,50.8,共5层,沪一小区,浦东-金桥,沪东新村1-54号,朝南 6/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4608511139404812,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,便宜好房，精装一房，近五莲路地铁站，近沪新小学，近沪东医院 安选 1室1厅|50.8平米|共5层 沪一小区   浦东-金桥 -沪东新村1-54号 整租 朝南 6/12号线  韩子奇 3350 元/月
金桥/浦兴,anjuke,金桥,3400,实拍居家一房 可停车 近6号线文峰广场 全装全配 拎包入住,1室1厅,51.6,低层(共6层) 7日内实拍验真,7日内实拍验真 寿一小区,浦东-金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号",朝南 6/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4626628815838219,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 实拍居家一房 可停车 近6号线文峰广场 全装全配 拎包入住 安选 1室1厅|51.6平米|低层(共6层) 7日内实拍验真 寿一小区   浦东-金桥 -寿光路31弄,寿光路75弄,莱阳路350弄1-37号 整租 朝南 6/12号线  樊宇航 3400 元/月"
金桥/浦兴,anjuke,金桥,3400,金桥中环大厦 通风好 精装修 电梯房,1室1厅,54.3,中层(共27层) 7日内实拍验真,7日内实拍验真 金桥中环大厦,浦东-金桥,"新金桥路1368,1388号",朝南 有电梯 9/14号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4593752455896075,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"金桥中环大厦 通风好 精装修 电梯房 安选 1室1厅|54.3平米|中层(共27层) 7日内实拍验真 金桥中环大厦   浦东-金桥 -新金桥路1368,1388号 整租 朝南 有电梯 9/14号线  李静静 3400 元/月"
金桥/浦兴,anjuke,金桥,3500,近五莲路地铁站，近文峰广场，近沪新小学，出行方便，随时可看,1室1厅,51.6,低层(共6层),寿一小区,浦东-金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号",朝南 6/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4628246240027656,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近五莲路地铁站，近文峰广场，近沪新小学，出行方便，随时可看 安选 1室1厅|51.6平米|低层(共6层) 寿一小区   浦东-金桥 -寿光路31弄,寿光路75弄,莱阳路350弄1-37号 整租 朝南 6/12号线  韩子奇 3500 元/月"
金桥/浦兴,anjuke,金桥,3500,6号线博兴路站300米方便您的日常购物消费,1室1厅,40.2,中层(共6层),金桥新村浦三小区,浦东-金桥,博兴路799弄,朝南 6/9/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4628291504233477,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线博兴路站300米方便您的日常购物消费 安选 1室1厅|40.2平米|中层(共6层) 金桥新村浦三小区   浦东-金桥 -博兴路799弄 整租 朝南 6/9/12号线  辛春燕 3500 元/月
金桥/浦兴,anjuke,金桥,3500,高，精装修一室一厅,1室1厅,47.5,中层(共6层),金泰小区,浦东-金桥,金工路116弄,朝南 6/9/14号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4633627166977031,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 高，精装修一室一厅 安选 1室1厅|47.5平米|中层(共6层) 金泰小区   浦东-金桥 -金工路116弄 整租 朝南 6/9/14号线  杨柳 3500 元/月
金桥/浦兴,anjuke,唐镇,3700,王港 幸福里 原始一房整租民用水电近金桥加工区世源科技,1室1厅,61.4,低层(共17层),幸福里,浦东-唐镇,新雅东路125弄,朝南 有电梯,normal,93,https://sh.zu.anjuke.com/fangyuan/4618479291096065,https://sh.zu.anjuke.com/fangyuan/pudong-q-tangzhen/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 王港 幸福里 原始一房整租民用水电近金桥加工区世源科技 安选 1室1厅|61.4平米|低层(共17层) 幸福里   浦东-唐镇 新雅东路125弄 整租 朝南 有电梯  范海丽 3700 元/月
金桥/浦兴,anjuke,金桥,2500,金桥 精装loft 配套齐全 拎包入住 民用水电 押一付一,1室1厅,50,共3层,金桥生活广场,浦东-金桥,金高路1296弄,朝南 有电梯 12号线,low,88,https://sh.zu.anjuke.com/fangyuan/4450794525172749,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 金桥 精装loft 配套齐全 拎包入住 民用水电 押一付一 安选 1室1厅|50平米|共3层 金桥生活广场   浦东-金桥 -金高路1296弄 整租 朝南 有电梯 12号线  沈亚 2500 元/月
金桥/浦兴,anjuke,金桥,2500,金桥地铁口0距离，服务式公寓，押一付一拎包入住,1室1厅,50,低层(共6层),金桥路1111号楼,浦东-金桥,金桥路1111号,朝南 有电梯 6/9/14号线,low,88,https://sh.zu.anjuke.com/fangyuan/4606703939265539,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,金桥地铁口0距离，服务式公寓，押一付一拎包入住 安选 1室1厅|50平米|低层(共6层) 金桥路1111号楼   浦东-金桥 -金桥路1111号 整租 朝南 有电梯 6/9/14号线  何勇 2500 元/月
金桥/浦兴,anjuke,金桥,2800,神仙房源出炉，交通便利，居住超舒服,1室1厅,23,共4层,金台路248弄36号楼,浦东-金桥,金台路248弄36号,朝南 有电梯 6/9/14号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4635139022954500,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 神仙房源出炉，交通便利，居住超舒服 安选 1室1厅|23平米|共4层 金台路248弄36号楼   浦东-金桥 -金台路248弄36号 整租 朝南 有电梯 6/9/14号线  王杨 2800 元/月
金桥/浦兴,anjuke,金桥,3300,精装修一房一厅 可压一付一 养宠物 随时看房 可办停车位,1室1厅,28.1,共3层 7日内实拍验真,7日内实拍验真 沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4637957099002888,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 精装修一房一厅 可压一付一 养宠物 随时看房 可办停车位 安选 1室1厅|28.1平米|共3层 7日内实拍验真 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  张浩然 3300 元/月
金桥/浦兴,anjuke,金桥,3300,实拍！采光好带大阳台隔音好禹州国际近9号线近华为小米东方万国,1室1厅,35,高层(共16层) 7日内实拍验真,7日内实拍验真 禹洲金桥国际二期,浦东-金桥,金豫路100号,朝南 有电梯 9/14号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4641097405113356,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,实拍！采光好带大阳台隔音好禹州国际近9号线近华为小米东方万国 安选 1室1厅|35平米|高层(共16层) 7日内实拍验真 禹洲金桥国际二期   浦东-金桥 -金豫路100号 整租 朝南 有电梯 9/14号线  杨辉 3300 元/月
金桥/浦兴,anjuke,金桥,3400,使用面积大 复式 可办营业执照 有钥匙 好停车 随时看,1室1厅,36.4,中层(共24层) 7日内实拍验真,7日内实拍验真 中环滨江大厦,浦东-金桥,浦东大道2742弄,西南 有电梯 6/14号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4643868046500876,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,使用面积大 复式 可办营业执照 有钥匙 好停车 随时看 安选 1室1厅|36.4平米|中层(共24层) 7日内实拍验真 中环滨江大厦   浦东-金桥 -浦东大道2742弄 整租 西南 有电梯 6/14号线  张芷伟 3400 元/月
金桥/浦兴,anjuke,金桥,3500,短租半年，6号线五莲路站，沪东医院，文峰广场，拎包入住。,2室1厅,45,中层(共6层) 7日内实拍验真,7日内实拍验真 沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,low,88,https://sh.zu.anjuke.com/fangyuan/4636546999230478,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,短租半年，6号线五莲路站，沪东医院，文峰广场，拎包入住。 安选 2室1厅|45平米|中层(共6层) 7日内实拍验真 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  程宏涛 3500 元/月
金桥/浦兴,anjuke,金桥,3550,12号线东陆路地铁口 电梯精装修一房 压一付一 可养宠物,1室1厅,51.7,中层(共6层) 7日内实拍验真,7日内实拍验真 丽江锦庭(商住楼),浦东-金桥,浦东大道3040弄1号,朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4643672511061002,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 12号线东陆路地铁口 电梯精装修一房 压一付一 可养宠物 安选 1室1厅|51.7平米|中层(共6层) 7日内实拍验真 丽江锦庭(商住楼)   浦东-金桥 -浦东大道3040弄1号 整租 朝南 6/12号线  张浩然 3550 元/月
金桥/浦兴,anjuke,金桥,3600,近12号线东陆路地铁站，近文峰广场，采光好，有电梯，随时看房,1室1厅,51.7,中层(共16层),丽江锦庭(商住楼),浦东-金桥,浦东大道3040弄1号,朝南 有电梯 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4630782190365708,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近12号线东陆路地铁站，近文峰广场，采光好，有电梯，随时看房 安选 1室1厅|51.7平米|中层(共16层) 丽江锦庭(商住楼)   浦东-金桥 -浦东大道3040弄1号 整租 朝南 有电梯 6/12号线  韩子奇 3600 元/月
金桥/浦兴,anjuke,金桥,3600,地铁6号线博兴路 沪东新村一室一卫，可月付,1室1厅,46.9,高层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4608283285283848,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,地铁6号线博兴路 沪东新村一室一卫，可月付 安选 1室1厅|46.9平米|高层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  张博文 3600 元/月
金桥/浦兴,anjuke,金桥,3600,押一付一实拍精装一房 南北通透 近6号线 全装全配 拎包入住,1室1厅,48.8,中层(共6层),沪南船舶小区,浦东-金桥,"长岛路85弄,长岛路259弄,博兴路250弄,长岛路99弄",朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638127556534273,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 押一付一实拍精装一房 南北通透 近6号线 全装全配 拎包入住 安选 1室1厅|48.8平米|中层(共6层) 沪南船舶小区   浦东-金桥 -长岛路85弄,长岛路259弄,博兴路250弄,长岛路99弄 整租 朝南 6/12号线  樊宇航 3600 元/月"
金桥/浦兴,anjuke,金桥,3600,近五莲路地铁站，近文峰广场，出行便利，采光好，有密码，随时看,1室1厅,48.3,中层(共6层),荷一小区,浦东-金桥,"五莲路1047弄,五莲路959弄,五莲路1018弄",朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4633799542382595,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近五莲路地铁站，近文峰广场，出行便利，采光好，有密码，随时看 安选 1室1厅|48.3平米|中层(共6层) 荷一小区   浦东-金桥 -五莲路1047弄,五莲路959弄,五莲路1018弄 整租 朝南 6/12号线  韩子奇 3600 元/月"
金桥/浦兴,anjuke,金桥,3600,6号线五莲路站 精装一房一厅 中间楼层 采光好 拎包入住,1室1厅,48.3,中层(共6层),荷一小区,浦东-金桥,"五莲路1047弄,五莲路959弄,五莲路1018弄",朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4626821031353349,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"6号线五莲路站 精装一房一厅 中间楼层 采光好 拎包入住 安选 1室1厅|48.3平米|中层(共6层) 荷一小区   浦东-金桥 -五莲路1047弄,五莲路959弄,五莲路1018弄 整租 朝南 6/12号线  王培格 3600 元/月"
金桥/浦兴,anjuke,金桥,3700,近博兴路地铁站，近盒马商圈，近沪东医院，出行方便，采光充足,1室1厅,42.2,中层(共6层),柳一小区,浦东-金桥,柳埠路135弄,朝南 6/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4603701813896203,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近博兴路地铁站，近盒马商圈，近沪东医院，出行方便，采光充足 安选 1室1厅|42.2平米|中层(共6层) 柳一小区   浦东-金桥 -柳埠路135弄 整租 朝南 6/14号线  韩子奇 3700 元/月
金桥/浦兴,anjuke,金桥,3700,6号线丨柳一小区 6号线博兴路地铁站口 可领包入住,1室1厅,42.2,中层(共6层),柳一小区,浦东-金桥,柳埠路135弄,朝南 6/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4603997757170688,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线丨柳一小区 6号线博兴路地铁站口 可领包入住 安选 1室1厅|42.2平米|中层(共6层) 柳一小区   浦东-金桥 -柳埠路135弄 整租 朝南 6/14号线  朱浩然 3700 元/月
金桥/浦兴,anjuke,金桥,3700,近6号线博兴路地铁站，近盒马商圈，近学校，双房！！！！,1室1厅,44,中层(共6层),柳埠小区,浦东-金桥,柳埠路142弄,朝南 6/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4584143888391177,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线博兴路地铁站，近盒马商圈，近学校，双房！！！！ 安选 1室1厅|44平米|中层(共6层) 柳埠小区   浦东-金桥 -柳埠路142弄 整租 朝南 6/14号线  韩子奇 3700 元/月
金桥/浦兴,anjuke,金桥,3700,实拍精装一房 看房随时 南北通透 近地铁 全装全配 拎包入住,1室1厅,58.5,中层(共6层),沪一小区,浦东-金桥,沪东新村1-54号,朝南 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4633784897134596,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,实拍精装一房 看房随时 南北通透 近地铁 全装全配 拎包入住 安选 1室1厅|58.5平米|中层(共6层) 沪一小区   浦东-金桥 -沪东新村1-54号 整租 朝南 6/12号线  樊宇航 3700 元/月
金桥/浦兴,anjuke,金桥,3800,精装一房 看房随时 南北通透 民水民电 拎包入住 近6号线,1室1厅,49.6,中层(共6层) 7日内实拍验真,7日内实拍验真 荷五小区,浦东-金桥,"牟平路304弄,牟平路384弄,长岛路1338弄,长岛路1398弄",朝南 6/9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4633732093322245,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"精装一房 看房随时 南北通透 民水民电 拎包入住 近6号线 安选 1室1厅|49.6平米|中层(共6层) 7日内实拍验真 荷五小区   浦东-金桥 -牟平路304弄,牟平路384弄,长岛路1338弄,长岛路1398弄 整租 朝南 6/9号线  樊宇航 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,金桥中环大厦 电梯房 1室1厅1卫 精装修,1室1厅,53.4,中层(共27层) 7日内实拍验真,7日内实拍验真 金桥中环大厦,浦东-金桥,"新金桥路1368,1388号",朝南 有电梯 9/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4634800428081166,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"金桥中环大厦 电梯房 1室1厅1卫 精装修 安选 1室1厅|53.4平米|中层(共27层) 7日内实拍验真 金桥中环大厦   浦东-金桥 -新金桥路1368,1388号 整租 朝南 有电梯 9/14号线  李环清 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,近地铁800米 整租一房带阳台 近东方万国 华为通用小米,1室1厅,54.3,低层(共27层) 7日内实拍验真,7日内实拍验真 金桥中环大厦,浦东-金桥,"新金桥路1368,1388号",朝南 有电梯 9/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4641913315992589,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近地铁800米 整租一房带阳台 近东方万国 华为通用小米 安选 1室1厅|54.3平米|低层(共27层) 7日内实拍验真 金桥中环大厦   浦东-金桥 -新金桥路1368,1388号 整租 朝南 有电梯 9/14号线  张玉娟 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,博兴路地铁口精装一房 看房随时有密码 南北通透 拎包入住,1室1厅,41.7,中层(共6层) 7日内实拍验真,7日内实拍验真 金桥新村四街坊,浦东-金桥,"长岛路1267弄,长岛路1203弄,长岛路1201弄,博兴路916弄,博兴路986弄",朝南 6/9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4633905198916623,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"博兴路地铁口精装一房 看房随时有密码 南北通透 拎包入住 安选 1室1厅|41.7平米|中层(共6层) 7日内实拍验真 金桥新村四街坊   浦东-金桥 -长岛路1267弄,长岛路1203弄,长岛路1201弄,博兴路916弄,博兴路986弄 整租 朝南 6/9号线  樊宇航 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,转租费6号线博兴路站700米金桥商圈交通便利,1室1厅,43.7,高层(共6层),柳埠小区,浦东-金桥,柳埠路142弄,朝南 6/14号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638149211216896,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,转租费6号线博兴路站700米金桥商圈交通便利 安选 1室1厅|43.7平米|高层(共6层) 柳埠小区   浦东-金桥 -柳埠路142弄 整租 朝南 6/14号线  朱陆淇 3800 元/月
金桥/浦兴,anjuke,金桥,3800,6号线12号线400米左右，小区非常便利，还有公交车站,1室1厅,50,低层(共6层),荷一小区,浦东-金桥,"五莲路1047弄,五莲路959弄,五莲路1018弄",朝南 有电梯 6/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4564220481711113,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"6号线12号线400米左右，小区非常便利，还有公交车站 安选 1室1厅|50平米|低层(共6层) 荷一小区   浦东-金桥 -五莲路1047弄,五莲路959弄,五莲路1018弄 整租 朝南 有电梯 6/12号线  范宇 3800 元/月"
金桥/浦兴,anjuke,金桥,3900,近地铁 华为通用 可办车位 看房随时,1室1厅,43.9,低层(共6层),东力新村,浦东-金桥,申江路985弄,朝南 12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4639667672177670,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁 华为通用 可办车位 看房随时 安选 1室1厅|43.9平米|低层(共6层) 东力新村   浦东-金桥 -申江路985弄 整租 朝南 12号线  黄祝父 3900 元/月
金桥/浦兴,anjuke,金桥,3900,毕业季好房源 靠近博兴路地铁口 可办停车,1室1厅,45.5,中层(共6层),博三小区,浦东-金桥,博兴路462弄,朝南 有电梯 6号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4595420806376451,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,毕业季好房源 靠近博兴路地铁口 可办停车 安选 1室1厅|45.5平米|中层(共6层) 博三小区   浦东-金桥 -博兴路462弄 整租 朝南 有电梯 6号线  杨杰 3900 元/月
